T,E,C,target,R_adjusted_predicted
37,0.6917,0.535813865,0.286778923,0.2877897245075426
37,0.6917,0.613812015,0.285268898,0.2849256324395426
61,0.6918,0.4974621,0.299158272,0.29506228372099774
37,0.6918,0.593251108,0.285670697,0.28568491594458256
43,0.6918,0.58408519,0.288756427,0.2877195278942337
37,0.6918,0.566181407,0.286194759,0.2866789153653026
25,0.6919,0.580973088,0.280095578,0.28201078677262653
37,0.692,0.535993815,0.286786672,0.2877959777435426
49,0.692,0.483176287,0.293625768,0.29295552479282405
49,0.692,0.584220111,0.291669585,0.28924519557554407
49,0.692,0.490251642,0.293488791,0.292695717757224
49,0.692,0.448623516,0.294294701,0.29422430254394405
37,0.692,0.577555299,0.285982052,0.2862698400510626
49,0.6921,0.402678895,0.295187922,0.2959156760270641
37,0.6921,0.509835376,0.287296837,0.2887608026236226
49,0.6922,0.47861016,0.293721655,0.29313176697626403
43,0.6922,0.547618313,0.289477394,0.2890757396176737
25,0.6922,0.599605214,0.279746097,0.2813394761059065
49,0.6922,0.521087008,0.292899314,0.29157201711770403
25,0.6922,0.475065434,0.282157157,0.2859125768275065
37,0.6922,0.557130546,0.286384958,0.2870284109812226
49,0.6923,0.516829442,0.292985484,0.29173264194122406
25,0.6923,0.58233798,0.280084131,0.2819778159383865
43,0.6924,0.537299351,0.289684654,0.2894632259023137
37,0.6924,0.660508408,0.284391077,0.2832409498885826
49,0.6924,0.541849446,0.292504847,0.2908181943943441
49,0.6924,0.486070042,0.293584722,0.29286641410922404
25,0.6924,0.573920787,0.28025083,0.2822911822653465
37,0.6924,0.545606952,0.28661554,0.2874601313529026
37,0.6926,0.555901166,0.286423735,0.2870907018148226
37,0.6926,0.601406109,0.285542771,0.2854197603078626
37,0.6926,0.646019985,0.284679057,0.2837815387811426
49,0.6926,0.506644498,0.293193894,0.29211949408490406
31,0.6926,0.549622292,0.283637012,0.28540114538657174
25,0.6926,0.517803277,0.281344739,0.2843603912325465
49,0.6926,0.42901074,0.294696864,0.29497020567866405
37,0.6927,0.566181407,0.286228457,0.28671749836530264
49,0.6928,0.503415266,0.293263899,0.292246645483944
19,0.6928,0.592188152,0.277003874,0.27903667121260806
61,0.6928,0.509784197,0.29895716,0.29465268631915775
37,0.6929,0.438020257,0.288717113,0.2914321497933026
37,0.6929,0.566475996,0.286230242,0.2867152550572226
43,0.6929,0.52334858,0.289973459,0.2899969332134337
43,0.6929,0.588332219,0.288715392,0.2876107339893537
37,0.6929,0.485541987,0.287797104,0.2896871518677026
37,0.6929,0.509152779,0.287340005,0.2888201635854626
49,0.693,0.582177451,0.291746571,0.2893630720507441
49,0.6931,0.532461919,0.292712796,0.29119291338578407
49,0.6931,0.454853586,0.294215274,0.29404269137354405
37,0.6931,0.619103299,0.285218879,0.28479135449106263
49,0.6931,0.53330641,0.292696447,0.29116190367626404
37,0.6931,0.570910156,0.286151886,0.2865610067020226
37,0.6932,0.527578465,0.286994521,0.2881564333955426
61,0.6933,0.449423758,0.300144444,0.29689055663923775
49,0.6933,0.426325959,0.29477505,0.29509879983698406
49,0.6934,0.470833725,0.293917135,0.293468761669464
49,0.6934,0.51122489,0.293135172,0.29198559809066404
49,0.6934,0.578928826,0.291824441,0.28949950956074405
49,0.6935,0.516829442,0.293030413,0.29178408594122407
25,0.6935,0.627355397,0.279257535,0.2803762203861465
49,0.6936,0.558285339,0.292231582,0.29026611240338407
37,0.6936,0.534701428,0.286871598,0.2879120261941826
49,0.6936,0.47212082,0.293899705,0.29343007354106404
25,0.6936,0.46157722,0.282470703,0.2864678820455865
37,0.6937,0.513026685,0.28729496,0.2887122097571426
49,0.6937,0.425437094,0.294807235,0.2951485869597841
49,0.6937,0.516829442,0.293037902,0.29179265994122405
49,0.6938,0.564822854,0.292112505,0.2900346288525841
25,0.6938,0.531751419,0.281119636,0.2838996594583065
49,0.6938,0.460539511,0.294131405,0.293863913207544
37,0.694,0.598204874,0.285657164,0.2855973276570626
37,0.694,0.641114645,0.284826442,0.2840216808659426
49,0.694,0.468802807,0.293978918,0.29356905897842406
61,0.6941,0.562477634,0.297985703,0.29277351431251775
25,0.6941,0.632963087,0.279171436,0.2801960280093465
37,0.6941,0.500017016,0.287561801,0.2892070728028226
37,0.6941,0.515424326,0.287263519,0.2886413163796226
25,0.6942,0.559312867,0.28060103,0.2829047510877465
61,0.6942,0.487441157,0.299442134,0.2955331407479577
37,0.6942,0.566181407,0.286284619,0.2867818033653026
61,0.6942,0.525464261,0.298706016,0.29413693236907773
49,0.6942,0.500443521,0.29337385,0.292415785960344
49,0.6942,0.460156663,0.294153793,0.293895119386104
49,0.6943,0.422340368,0.294889652,0.2952880207385041
37,0.6943,0.562355745,0.286362427,0.2869265686739426
49,0.6943,0.591500255,0.291614758,0.28907646968786405
37,0.6944,0.566250439,0.286290771,0.2867878425102626
25,0.6945,0.507687364,0.281611719,0.2848133005579065
61,0.6945,0.552808523,0.298187871,0.29314571206843776
13,0.6946,0.536146823,0.275247934,0.2780095375331189
37,0.6946,0.51770629,0.287238062,0.2885789576615426
37,0.6946,0.55077426,0.286597874,0.2873647018031426
49,0.6946,0.49008816,0.293589304,0.292813182816264
25,0.6946,0.479583995,0.282159538,0.2858495432675865
31,0.6946,0.550383544,0.283697157,0.28545893221313173
49,0.6946,0.492764308,0.293537494,0.292714914661704
25,0.6947,0.588294266,0.280058678,0.2818619891164665
49,0.6947,0.540674165,0.292613715,0.29095995171266403
43,0.6947,0.526974826,0.28997065,0.2899409434603137
37,0.6947,0.463604498,0.288289203,0.2905698624637826
37,0.6947,0.523704559,0.287125681,0.2883629882238626
37,0.6948,0.61225651,0.285415081,0.2851156475831426
49,0.6948,0.506466197,0.293279717,0.2922203552976241
37,0.6948,0.513424317,0.287328448,0.2887447657101026
37,0.6949,0.561085541,0.286409483,0.2869989325648226
37,0.6949,0.545606952,0.286709144,0.28756730635290256
49,0.6949,0.520024589,0.293020974,0.29172677814338405
37,0.6949,0.576530681,0.286110468,0.28643178702402255
25,0.695,0.618331449,0.279488398,0.2807718847567065
25,0.695,0.578501179,0.280259502,0.2822344522711065
61,0.6952,0.509167867,0.299058952,0.29477820595675774
37,0.6953,0.503130103,0.287546462,0.2891442042481826
49,0.6953,0.505248241,0.293322017,0.2922865136419441
37,0.6954,0.555053183,0.286544988,0.2872418757505826
37,0.6954,0.568058751,0.286293204,0.28676431129362256
25,0.6955,0.608225362,0.27970277,0.28116441527134645
49,0.6955,0.483901445,0.293742774,0.29307894199106405
37,0.6956,0.543704687,0.286772181,0.2876671665237026
37,0.6957,0.581305246,0.286047987,0.2862907609972226
25,0.6957,0.688638268,0.278153485,0.2782202273630265
37,0.6957,0.457540168,0.288444048,0.2908354146613826
61,0.6958,0.550060365,0.298289748,0.2933023554301977
49,0.6958,0.492970356,0.293578435,0.29275879257914406
43,0.6959,0.511222206,0.290320547,0.2905708236667137
49,0.6959,0.428129567,0.29483748,0.295144033351224
43,0.696,0.582424836,0.288945826,0.2879605500931137
25,0.696,0.633972007,0.279223042,0.2802404334669465
31,0.6961,0.517803277,0.284384065,0.28671958461737174
61,0.6961,0.495674065,0.299353886,0.29531228136619775
37,0.6962,0.571292822,0.286260546,0.2866798522065026
37,0.6963,0.564715597,0.286391624,0.2869256549085026
49,0.6964,0.523433957,0.293011132,0.2916658911504241
25,0.6964,0.597377742,0.279946475,0.2816013228777465
49,0.6964,0.522166878,0.293035662,0.29171241829130407
25,0.6965,0.553277299,0.280803993,0.2832249781447065
37,0.6965,0.547339449,0.28673551,0.2875722810630626
37,0.6965,0.599746015,0.285720932,0.2856479119595426
37,0.6965,0.594415036,0.285824138,0.2858436655084226
37,0.6965,0.475731706,0.288121818,0.2902017173860226
49,0.6966,0.507021009,0.293336371,0.292277148600984
19,0.6966,0.565295164,0.277666793,0.28018708773196804
61,0.6966,0.443409774,0.30038443,0.2972528611317177
37,0.6966,0.609485417,0.285536124,0.2852945681181026
25,0.6966,0.485648325,0.282117017,0.28571260106998647
37,0.6967,0.578795048,0.286134026,0.28642580546778257
37,0.6968,0.561992873,0.286463056,0.2870470683337826
49,0.6968,0.496185955,0.293553623,0.29268358578386405
25,0.6968,0.535070512,0.281167704,0.2839063923633465
37,0.6968,0.552542506,0.286646012,0.28739408581002257
49,0.6969,0.53136725,0.292876266,0.29139601563146406
37,0.6969,0.541426137,0.286864967,0.2878065658797026
49,0.697,0.500373198,0.293480047,0.29253840422090405
37,0.697,0.552199786,0.286660136,0.2874152444884226
37,0.697,0.641508884,0.284931134,0.2841358144098626
19,0.697,0.595904878,0.277089173,0.27908024703388806
37,0.6971,0.533205113,0.287031612,0.2881170158809826
37,0.6971,0.434576862,0.28894103,0.2917386452577026
37,0.6971,0.461138825,0.288426797,0.29076328997634254
49,0.6971,0.592493307,0.291700369,0.289160040818424
37,0.6971,0.652056633,0.284730676,0.2837527880665826
49,0.6971,0.49210561,0.29364385,0.29284627705226407
61,0.6971,0.545802799,0.298420848,0.2935144242537177
37,0.6972,0.495025879,0.287774497,0.2895232443534626
49,0.6972,0.443593194,0.294586782,0.2946319399677841
49,0.6972,0.474283563,0.293992625,0.29350498961810406
61,0.6972,0.412995512,0.300995708,0.2983953948323577
37,0.6973,0.577679582,0.286178086,0.2864924873793026
49,0.6973,0.440480107,0.294650795,0.294750539522424
49,0.6973,0.528258585,0.292951426,0.29152731381026403
49,0.6973,0.482439441,0.293838473,0.29320979277794407
49,0.6973,0.571090128,0.292122218,0.28995453955130407
43,0.6973,0.556457352,0.289497224,0.2889698071055937
37,0.6974,0.560535745,0.28651373,0.2871262960739426
37,0.6974,0.537927738,0.286951416,0.2879564620909826
61,0.6974,0.478422439,0.299736547,0.29600149207291776
25,0.6975,0.56526285,0.280609397,0.28282773871198646
43,0.6975,0.431136563,0.291930891,0.29358016047767366
49,0.6975,0.5348321,0.292831652,0.291294508339464
37,0.6975,0.521440385,0.287274351,0.28856616469314256
49,0.6975,0.510873156,0.293295492,0.29217428076314406
37,0.6976,0.61931609,0.285383246,0.2849764558055426
49,0.6976,0.468260887,0.294124199,0.2937432902808241
19,0.6976,0.535454603,0.27828194,0.28132570313188804
37,0.6976,0.573764735,0.286265108,0.2866491015611426
43,0.6976,0.530991301,0.290001472,0.2899177814983137
49,0.6977,0.573096328,0.292098355,0.28989801988730407
37,0.6977,0.513026685,0.287444726,0.2888836897571426
37,0.6977,0.662405906,0.284552782,0.2833984847620226
25,0.6977,0.557341012,0.28077025,0.2831272026033465
37,0.6977,0.603448769,0.285694177,0.2855633908326626
37,0.6978,0.54040619,0.28691841,0.2878826013335426
37,0.6978,0.541349385,0.28690015,0.2878479672131426
49,0.6978,0.482415034,0.293857666,0.29323212400298404
31,0.6979,0.601789715,0.282825503,0.2837127686140118
49,0.6979,0.496350284,0.293591627,0.29272470862298405
37,0.6979,0.590275773,0.285956691,0.28605567724578257
61,0.6979,0.492349509,0.299485643,0.2955115250625177
49,0.6979,0.521017977,0.293114067,0.291818910936024
37,0.6979,0.567284157,0.286401803,0.28689992938530257
37,0.698,0.535237618,0.28702596,0.2880809652973826
37,0.698,0.594252258,0.285883452,0.28591394771658263
61,0.698,0.429584452,0.300704503,0.29782054495555776
37,0.698,0.620088225,0.285383274,0.2849652510083426
37,0.698,0.614950836,0.285482732,0.2851538959324226
37,0.6981,0.645441243,0.28489619,0.28403857518738257
49,0.6983,0.599825848,0.291603343,0.2889422339129041
37,0.6984,0.628311089,0.285239058,0.2846804554422626
61,0.6984,0.408212479,0.301133236,0.2986224718041178
61,0.6985,0.552618143,0.298341322,0.29332418282203776
37,0.6985,0.555887193,0.286644911,0.2873441479033826
37,0.6985,0.620088225,0.285401995,0.2849866860083426
49,0.6985,0.507036355,0.293407213,0.292358038095864
37,0.6987,0.524378634,0.287262397,0.2885097161898626
37,0.6987,0.581821966,0.286150308,0.2864003970388226
37,0.6987,0.48084405,0.288105215,0.2901083061143426
37,0.6987,0.485862869,0.288008052,0.28992401508066257
49,0.6988,0.521087008,0.293146428,0.2918549591177041
49,0.6988,0.525299949,0.293064866,0.291700259924184
61,0.6988,0.492442028,0.299517549,0.2955467107648378
37,0.6988,0.558330765,0.286608836,0.2872672809395426
49,0.6988,0.51789534,0.293208218,0.2919721571666641
49,0.6989,0.489198962,0.293767517,0.29303017516682406
37,0.6989,0.563230943,0.286517714,0.2870916334033826
49,0.6989,0.482934116,0.293888802,0.29326022031194404
61,0.6989,0.456350485,0.300220017,0.2968762792237978
37,0.699,0.561085541,0.286562993,0.2871746995648226
37,0.699,0.457575064,0.28856693,0.2909756042802626
49,0.6991,0.521087008,0.29315766,0.29186782011770407
37,0.6991,0.485862869,0.288023029,0.2899411630806626
61,0.6991,0.413873637,0.301049846,0.29844460308235776
49,0.6991,0.506466197,0.293440716,0.29240469629762406
61,0.6991,0.47361772,0.299893216,0.2962508003545978
31,0.6991,0.567650779,0.283531354,0.28501779434393176
13,0.6992,0.585610664,0.274462557,0.27639042729159896
37,0.6992,0.514559246,0.287471218,0.2888917191172226
49,0.6992,0.509439595,0.293386895,0.29229980012306406
49,0.6993,0.490512192,0.293757069,0.29299910136122403
37,0.6993,0.576461372,0.286276553,0.2866229600505026
37,0.6994,0.566250439,0.286477978,0.2870021925102626
37,0.6994,0.500886518,0.287743407,0.2894023556893826
37,0.6994,0.52424648,0.287291164,0.2885445778847426
49,0.6994,0.439497232,0.29474845,0.29487665769242405
61,0.6995,0.463824633,0.300097784,0.2966275505092377
61,0.6995,0.504541449,0.299309517,0.29513242902571774
37,0.6995,0.613812015,0.285560942,0.2852600184395426
61,0.6995,0.45898641,0.300191451,0.29680521005779775
37,0.6995,0.645441243,0.284948608,0.28409859318738256
49,0.6995,0.493456528,0.293707556,0.29289955934330403
61,0.6996,0.552370532,0.298387302,0.2933804320979578
49,0.6996,0.544931731,0.292714753,0.2910136768891441
37,0.6997,0.55187696,0.286767477,0.28754284765914256
49,0.6997,0.516829442,0.293262551,0.29204987994122406
61,0.6997,0.480789296,0.299776841,0.2960131820838778
49,0.6997,0.536658535,0.292878664,0.29132175564626406
43,0.6998,0.419820179,0.292236089,0.2940942990981537
49,0.6998,0.601636738,0.291624447,0.2889400430321041
37,0.6998,0.500017016,0.287775217,0.28945143180282257
49,0.6999,0.521574163,0.293178182,0.291884227786104
49,0.6999,0.419303462,0.295158118,0.29563960792682403
61,0.6999,0.451784359,0.300345857,0.29708681737051773
49,0.6999,0.490074187,0.293788014,0.29304090690482404
49,0.6999,0.488506741,0.293818359,0.293098463521944
37,0.7006,0.526525557,0.287291972,0.2885123341773026
61,0.701,0.483911934,0.299765061,0.29595424981651774
61,0.7703,0.448840023,0.303038739,0.30021298138843777
61,0.7845,0.441566262,0.303711226,0.30108882789235775
36,0.795,0.566250439,0.28957267,0.2907974609883824
48,0.7969,0.493541859,0.296867991,0.29682898325030127
37,0.687,0.524455827,0.286822837,0.2880053026629026
13,0.1392,0.702573948,0.251230948,0.24808833550311893
37,0.2923,0.598845171,0.270604526,0.2683529369512226
25,0.4339,0.643970522,0.269216062,0.2686370609961465
49,0.5398,0.576886166,0.286112975,0.28298968403594404
37,0.553,0.573008538,0.28086571,0.2804778671149826
25,0.5753,0.583571641,0.275679594,0.2769167259064665
37,0.5754,0.626137662,0.280675833,0.27948725368170263
25,0.6444,0.567733706,0.278573419,0.2804606118796665
37,0.6686,0.556036586,0.285522518,0.28605684919242264
49,0.6822,0.497957765,0.292972676,0.291992622920664
61,0.6898,0.505784801,0.298922263,0.29467093414027773
61,0.6898,0.437782562,0.30023877,0.2971679763563577
49,0.6911,0.538990791,0.292511516,0.29086743320594405
61,0.6915,0.459567067,0.299880678,0.29644092833275776
37,0.6971,0.581405368,0.286098467,0.2863471025173826
37,0.6985,0.547926873,0.28679902,0.2876364508537826
49,0.6991,0.514400164,0.293287116,0.29211336102938407
31,0.5382,0.62487512,0.276399171,0.27601873354241174
37,0.6241,0.599402922,0.283016811,0.2825567223345026
13,0.1375,0.630098874,0.252570397,0.2506767412203989
25,0.1446,0.573920787,0.259740387,0.2588069962653465
13,0.1455,0.59210672,0.253605447,0.25241477311527893
37,0.1587,0.595703444,0.265663167,0.2627408691666626
13,0.1653,0.652937697,0.253169116,0.25102988563983897
13,0.1703,0.67327036,0.252962688,0.2504976202544789
13,0.1755,0.520538213,0.25611424,0.2563288686923189
19,0.1767,0.560703523,0.258289861,0.258067579789488
25,0.1928,0.593263707,0.261170592,0.2601630582429465
25,0.2023,0.621835053,0.260973152,0.25952118341782654
25,0.2046,0.678344054,0.259965267,0.25754477390110647
19,0.2069,0.638208587,0.257920114,0.25651626783940806
25,0.2129,0.619370671,0.261417742,0.26006609752486654
13,0.2231,0.558726293,0.257157143,0.2569672143947189
19,0.2284,0.716947427,0.257200742,0.254546682634608
13,0.2297,0.622428549,0.256170997,0.25491100955439894
25,0.2417,0.517494717,0.264468349,0.2650416385557465
25,0.2507,0.444349784,0.26622139,0.2681133504955065
25,0.2543,0.638603929,0.262595468,0.2611346702911065
37,0.2564,0.573297733,0.269754969,0.2677520058745826
25,0.2568,0.607458493,0.263292039,0.2623855057010265
25,0.2621,0.465881204,0.26623138,0.2678114347531065
25,0.2632,0.594316942,0.263786082,0.2631424314537465
19,0.2634,0.533891359,0.262055114,0.2627689514515681
13,0.2675,0.480933362,0.260325596,0.26172719882103895
25,0.2685,0.5840367,0.264183545,0.2637471329399865
37,0.2691,0.624441818,0.269240339,0.2664184440733826
37,0.2861,0.592482019,0.270495577,0.2683207978926626
31,0.2877,0.605806191,0.26738925,0.2659800096152918
25,0.2914,0.568647981,0.265338876,0.2652939297016665
31,0.2955,0.665117444,0.266533043,0.26413648640513177
37,0.302,0.577437411,0.271382157,0.2695548688984226
31,0.3025,0.627355397,0.267526197,0.26582319877097177
25,0.3063,0.684614062,0.26365168,0.2616744182073465
25,0.3068,0.641878517,0.26449775,0.26326510241974654
25,0.3075,0.63999167,0.264560488,0.2633643964415865
25,0.3101,0.594957085,0.265529694,0.26512952840278653
19,0.3148,0.64649455,0.261799636,0.26083768027804805
19,0.3231,0.487193316,0.265194433,0.267043042590528
25,0.3277,0.603207024,0.266028948,0.2655811026427065
25,0.3316,0.657461004,0.265124626,0.2637560894971065
31,0.3363,0.553600126,0.270219603,0.26998049832209176
31,0.3421,0.635855842,0.268844313,0.26720871443057176
25,0.3426,0.535070512,0.267905932,0.2687218383633465
37,0.3435,0.541349385,0.273634634,0.2726591262131426
37,0.3449,0.61931609,0.272177636,0.26985620680554256
37,0.3466,0.494812344,0.274651648,0.2745008633586626
13,0.3495,0.595081907,0.26118591,0.261051004248639
37,0.3503,0.577705523,0.27318539,0.2716156448257826
25,0.3513,0.531815621,0.268294686,0.2692143269608665
13,0.3513,0.626778116,0.260639674,0.25996428545415895
37,0.3517,0.680406532,0.271249542,0.2679044817753026
25,0.3521,0.588294266,0.267231227,0.2671747271164665
37,0.3558,0.624797755,0.272479624,0.27012220306674256
25,0.3565,0.502938566,0.269048435,0.2704976164204665
13,0.3567,0.589242399,0.26156854,0.261574094982399
19,0.3594,0.651767895,0.263367435,0.262556045049648
37,0.3595,0.574468523,0.273592519,0.27212891146578255
13,0.363,0.601289355,0.261571196,0.2614018117580789
25,0.363,0.600106341,0.26741066,0.26720827072246645
37,0.3635,0.58912268,0.273458584,0.27176229082074255
37,0.3636,0.599238593,0.273266487,0.2713951214953826
37,0.3658,0.65855376,0.272200531,0.2693113825631426
49,0.3661,0.539155119,0.280339853,0.27692864908178405
25,0.367,0.601460615,0.267534208,0.2673300217811865
25,0.3675,0.62460185,0.26710492,0.26650171063198647
25,0.3715,0.630528943,0.267139939,0.2664555477770265
37,0.3733,0.583584062,0.273932737,0.27238579487370257
25,0.3743,0.595465843,0.267923588,0.26786310080902653
37,0.3768,0.623049898,0.273299733,0.2710866543757826
37,0.378,0.598134552,0.273827018,0.2720529898809026
25,0.3813,0.638818448,0.267346383,0.2665712831534265
31,0.382,0.611485779,0.270810026,0.26981409614393176
37,0.3881,0.577679582,0.27460118,0.27323708337930264
25,0.391,0.691655,0.266686663,0.26504696396398647
19,0.3946,0.628589466,0.265134104,0.26491618096252806
31,0.3974,0.657135796,0.270502852,0.2687980255196918
37,0.3975,0.557130546,0.275350954,0.2743946219812226
37,0.3992,0.566250439,0.275238046,0.2741326185102626
25,0.4003,0.550870699,0.269760417,0.2706152544967065
25,0.4004,0.592953983,0.26894944,0.2690742433082265
37,0.4007,0.551208476,0.275585417,0.2747492643916226
25,0.4008,0.595525949,0.268914624,0.2689969487167065
37,0.4008,0.489361667,0.2767865,0.27702456621810256
31,0.404,0.612038519,0.271623038,0.27073693953113176
37,0.4051,0.610493194,0.274602422,0.2727609575466626
49,0.4096,0.568323377,0.281403867,0.27772243564802407
25,0.4113,0.67879903,0.267695613,0.2663892961823865
25,0.4118,0.676722953,0.267754526,0.2664869647298265
25,0.4136,0.569033753,0.269906757,0.2705184781538265
25,0.4143,0.61365685,0.269069074,0.26890992703198646
37,0.4149,0.639032992,0.274416825,0.2721331021641026
19,0.4172,0.641612529,0.265728158,0.26540683608916804
25,0.4177,0.520679587,0.270996392,0.2724698101293465
61,0.4188,0.511713026,0.288660853,0.28283547971827777
31,0.4228,0.620923795,0.272154921,0.27121662819641174
25,0.4243,0.573445256,0.270221975,0.2708151967636665
37,0.4249,0.599127578,0.275563799,0.2740271289661826
37,0.4254,0.579826457,0.275956184,0.2747573011293026
37,0.4266,0.613432821,0.275350503,0.27357471944322265
19,0.4315,0.623601747,0.266612256,0.26668123300420804
49,0.4322,0.500195262,0.283568988,0.28119296203082406
25,0.4392,0.573673454,0.270775435,0.2714455803331065
25,0.4429,0.610954788,0.270192211,0.2702352287486265
25,0.4429,0.649026084,0.269455161,0.2688372507595065
13,0.4432,0.603493012,0.26453134,0.26475906747303896
37,0.4439,0.59969207,0.276264258,0.2748209308199426
25,0.4447,0.526216978,0.271900109,0.2734239671318265
37,0.4465,0.528339717,0.27774297,0.2775524512221026
37,0.4475,0.571808055,0.276938875,0.2759991638507426
37,0.4477,0.49545089,0.278424619,0.2788115729495426
49,0.448,0.549251606,0.283210845,0.2800689590791441
25,0.4499,0.625167389,0.270179149,0.2700134320399065
37,0.4541,0.573303821,0.277157031,0.2762271813232226
49,0.4583,0.540674165,0.283762549,0.280825483712664
43,0.4588,0.586956664,0.279976972,0.2776253773689537
13,0.4645,0.645544492,0.264514738,0.26412806812743894
37,0.4646,0.447916642,0.279977631,0.2812815335361026
13,0.467,0.616534393,0.26516997,0.26530049396271893
37,0.4692,0.531233472,0.278536869,0.2784193415385026
13,0.4696,0.514132961,0.267249784,0.26917213654575894
43,0.4696,0.49255541,0.282208924,0.2815547874158337
37,0.4701,0.481358887,0.279536126,0.2802893192997026
37,0.4701,0.570681957,0.277806854,0.2770093761693026
37,0.4704,0.584732964,0.277546062,0.2765062841922626
31,0.4713,0.617154557,0.274043804,0.27343422961577174
25,0.4731,0.546290307,0.272574832,0.27390438249094645
37,0.4749,0.627340882,0.27688967,0.2751346364433026
37,0.476,0.524380013,0.278924152,0.2789625165529826
49,0.4769,0.525713427,0.284748597,0.2821722240120241
19,0.477,0.71195847,0.266605279,0.26538735913564804
37,0.4779,0.609554448,0.277346335,0.2759163642997826
49,0.4802,0.474957637,0.285854773,0.28417744762082403
29,0.4809,0.506386297,0.275578262,0.27721305980282973
49,0.4833,0.565504305,0.284217881,0.28098547097186405
25,0.4855,0.572516174,0.272531381,0.2734729566547065
37,0.4861,0.583740744,0.278153102,0.2772157775106626
25,0.4863,0.647350154,0.271112566,0.2707593489091065
25,0.4864,0.656819253,0.270932991,0.27041593059382646
31,0.4867,0.594316942,0.275062534,0.2749330248385718
49,0.4876,0.448597499,0.286642166,0.28546262988818405
31,0.4878,0.600838875,0.274977456,0.2747406964588118
37,0.4881,0.682234999,0.276321161,0.27368480846706256
37,0.4884,0.670644891,0.276556775,0.2741232582328226
37,0.4885,0.548802099,0.278919365,0.2786016125550626
19,0.4891,0.658920886,0.268085115,0.26785362622012804
37,0.4896,0.53781096,0.279173337,0.2790523641791426
37,0.4904,0.534865207,0.279260319,0.2791948282293026
25,0.495,0.472280391,0.274827614,0.27756087960646647
37,0.5005,0.633788321,0.277723351,0.2759953584832226
37,0.5085,0.464209541,0.281305886,0.28256525128482257
25,0.5091,0.57793102,0.273310169,0.2742858555095865
49,0.5115,0.512297093,0.286303809,0.28414817379650403
37,0.5137,0.535955234,0.280111603,0.2801536734378626
37,0.5148,0.574489375,0.279406777,0.2787858567803426
37,0.5162,0.56518802,0.279639267,0.2791874205359426
37,0.5164,0.513204986,0.280653134,0.2811048115444226
31,0.5176,0.628340804,0.275560782,0.2750083516259318
25,0.5198,0.567650779,0.273909816,0.27512205495910647
31,0.5215,0.650354916,0.275280616,0.2743671864332918
49,0.5216,0.486070042,0.287189717,0.28554421810922404
49,0.5237,0.558410933,0.285867843,0.28297788759170406
13,0.5259,0.621339506,0.267282247,0.26764909321335895
43,0.5274,0.554671695,0.283170486,0.28175176343063374
37,0.5291,0.56485064,0.280128794,0.27975283212954255
25,0.5292,0.574120709,0.27413651,0.27528745712950653
31,0.5298,0.546125978,0.277609227,0.27855029403665177
49,0.5308,0.538538827,0.286518396,0.28401196832402403
25,0.5314,0.535248813,0.274971431,0.2768091471506265
61,0.5337,0.556252825,0.2921006,0.28612574129899776
37,0.5357,0.520878111,0.281227205,0.2816504453944226
61,0.5402,0.455926376,0.294286265,0.29008838350627775
37,0.5409,0.513026685,0.281573902,0.28216167375714263
37,0.5464,0.511437841,0.28181059,0.2824558011088226
37,0.5467,0.536569594,0.281335278,0.2815458241386626
31,0.5483,0.646403591,0.276360544,0.27566119508729175
43,0.5503,0.540469925,0.284302839,0.2832549754250337
25,0.5504,0.535070512,0.275686271,0.2776302243633465
49,0.5535,0.588508688,0.286400914,0.283150224028104
31,0.5555,0.541938075,0.278652549,0.27980583283481175
37,0.5566,0.612450666,0.28023691,0.2791838841748226
37,0.5567,0.624053523,0.280016026,0.27876211426578257
13,0.5573,0.640573699,0.26808554,0.26828893164639894
49,0.5586,0.53136725,0.287698109,0.2854670946314641
61,0.5618,0.463824633,0.294942092,0.29072435150923776
30,0.5622,0.625428972,0.276802331,0.2766813777850419
38,0.5631,0.562133996,0.281939111,0.2816071470947901
13,0.5651,0.675219659,0.267706847,0.26735111799519895
31,0.566,0.508749337,0.279688211,0.2814746582941718
37,0.5665,0.610994898,0.280635764,0.2796617529757826
25,0.5666,0.644778861,0.274168897,0.2742962277880665
37,0.5672,0.645697419,0.279990141,0.2784174854046626
49,0.5679,0.479793946,0.289044761,0.28775955735434405
49,0.5687,0.629739027,0.286171815,0.28228786998002403
61,0.5704,0.533387219,0.293917375,0.2885386953513177
49,0.5707,0.598719185,0.286847235,0.283512658578264
37,0.571,0.611741846,0.28078979,0.2798272400452226
25,0.5721,0.678482003,0.273722341,0.27329443341382653
25,0.5721,0.550383544,0.276202295,0.2779982088283065
25,0.5725,0.609898137,0.275065084,0.2758299809733465
19,0.5736,0.597218935,0.272443455,0.273741836860848
49,0.5739,0.592618902,0.287085147,0.28387384497002405
37,0.574,0.569879202,0.281712565,0.2814930463329026
49,0.5742,0.527109684,0.288364622,0.28629220445498405
37,0.5747,0.555745404,0.2820124,0.2820420483954626
49,0.5756,0.516585206,0.288620791,0.286738681287144
49,0.5764,0.486446886,0.289234215,0.28787965639754404
37,0.577,0.563187908,0.281954431,0.2818673606485826
49,0.5773,0.551218021,0.288013959,0.28553984332034404
61,0.5774,0.511751512,0.294598327,0.2896332485123577
49,0.5774,0.524718743,0.288530723,0.28651718380850405
37,0.5775,0.58611573,0.281529275,0.2810468860247426
37,0.579,0.5485739,0.282312237,0.2824897270223426
25,0.5805,0.654469436,0.274501726,0.27453628287406645
